taxon_id,organism,accession,gc_count,seq_length,chromosomes,gene_total,gene_num_protein_coding,gene_num_non_coding,gene_num_pseudogene
479434,Sphaerobacter thermophilus DSM 20745,GCF_000024985.1,2720128,3993764,2,3544,3450,60,34
525904,Thermobaculum terrenum ATCC BAA-798,GCF_000025005.1,1659573,3101581,2,2911,2827,59,25
590409,Dickeya parazeae Ech586,GCF_000025065.1,2584542,4818394,1,4267,4123,104,40
1453429,Candidatus Atelocyanobacterium thalassa isolate ALOHA,GCF_000025125.1,449266,1443806,1,1225,1162,47,16
530564,Pirellula staleyi DSM 6068,GCF_000025185.1,3560627,6196199,1,4600,4520,53,27
699246,Mageeibacillus indolicus UPII9-5,GCF_000025225.2,800113,1809746,1,1544,1454,54,36
469383,Conexibacter woesei DSM 14684,GCF_000025265.1,4625387,6359369,1,6015,5921,52,42
591001,Acidaminococcus fermentans DSM 20731,GCF_000025305.1,1301006,2329769,1,2182,2090,82,10
526225,Geodermatophilus obscurus DSM 43160,GCF_000025345.1,3937802,5322497,1,5109,4913,63,133
572477,Allochromatium vinosum DSM 180,GCF_000025485.1,2355037,3669074,3,3348,3245,64,39
638303,Thermocrinis albus DSM 14484,GCF_000025605.1,704229,1500577,1,1641,1586,49,6
580331,Thermoanaerobacter italicus Ab9,GCF_000025645.1,836915,2451061,1,2455,2319,71,65
580332,Sideroxydans lithotrophicus ES-1,GCF_000025705.1,1728356,3003656,1,3022,2947,55,20
522772,Denitrovibrio acetiphilus DSM 12809,GCF_000025725.1,1370563,3222077,1,3071,2999,52,20
512564,Mycoplasma crocodyli MP145,GCF_000025845.1,251850,934379,1,798,752,43,3
572547,Aminobacterium colombiense DSM 12261,GCF_000025885.1,897344,1980592,1,1957,1887,59,11
583355,Coraliomargarita akajimensis DSM 45221,GCF_000025905.1,2010480,3750771,1,3074,2997,56,21
177439,Desulfotalea psychrophila LSv54,GCF_000025945.1,1706546,3659634,3,3248,3088,91,69
76114,Aromatoleum aromaticum EbN1,GCF_000025965.1,3058421,4727255,3,4573,4375,71,127
166935,Pseudoalteromonas translucida,GCF_000026085.1,1543638,3850272,2,3517,3358,138,21
384676,Pseudomonas entomophila L48,GCF_000026105.1,3778225,5888780,1,5205,5072,104,29
465817,Erwinia tasmaniensis Et1/99,GCF_000026185.1,2171859,4067864,6,3775,3570,117,88
37692,Candidatus Phytoplasma mali,GCF_000026205.1,128778,601943,1,539,498,39,2
568814,Streptococcus suis BM407,GCF_000026745.1,890299,2170808,2,2135,1995,72,68
683837,Listeria seeligeri serovar 1/2b str. SLCC3954,GCF_000027145.1,1045830,2797636,1,2782,2665,89,28
243273,Mycoplasma genitalium G37,GCF_000027325.1,183821,580076,1,563,504,42,17
62977,Acinetobacter baylyi ADP1,GCF_000046845.1,1454907,3598621,1,3354,3211,101,42
359391,Brucella abortus 2308,GCF_000054005.1,1875908,3278307,2,3174,2933,68,173
290398,Chromohalobacter salexigens DSM 3043,GCF_000055785.1,2362597,3696649,1,3412,3304,88,20
326424,Frankia alni ACN14a,GCF_000058485.1,5460602,7497934,1,6115,5925,54,136
411154,Gramella forsetii KT0803,GCF_000060345.1,1390647,3798465,1,3471,3389,58,24
405948,Saccharopolyspora erythraea NRRL 2338,GCF_000062885.1,5843079,8212805,1,7294,7052,65,177
413999,Clostridium botulinum A str. ATCC 3502,GCF_000063585.1,1102228,3903260,2,3677,3526,111,40
448385,Sorangium cellulosum So ce56,GCF_000067165.1,9302956,13033779,1,9702,9488,80,134
94624,Bordetella petrii,GCF_000067205.1,3462699,5287950,1,5108,4911,64,133
529507,Proteus mirabilis HI4320,GCF_000069965.1,1593869,4099895,2,3799,3628,109,62
360910,Bordetella avium 197N,GCF_000070465.1,2298419,3732255,1,3440,3323,75,42
661410,Methylorubrum extorquens DM4,GCF_000083545.1,4164002,6123851,3,5807,5541,77,189
680198,Streptomyces scabiei 87.22,GCF_000091305.1,7251530,10148695,1,8888,8548,94,246
637905,Shewanella violacea DSS12,GCF_000091325.1,2218870,4962103,1,4163,3895,174,94
693153,Vibrio atlanticus,GCF_000091465.1,2184371,4974818,2,4400,4187,143,70
300852,Thermus thermophilus HB8,GCF_000091545.1,1470574,2116056,3,2284,2164,57,63
665029,Erwinia amylovora CFBP1430,GCF_000091565.1,2054057,3833832,2,3481,3274,121,86
661367,Legionella longbeachae NSW150,GCF_000091785.1,1540598,4149158,2,3597,3468,62,67
521674,Planctopirus limnophila DSM 3776,GCF_000092105.1,2931217,5460085,2,4109,4015,74,20
526227,Meiothermus silvanus DSM 9946,GCF_000092125.1,2334056,3721669,3,3748,3591,56,101
589865,Desulfurivibrio alkaliphilus AHT 2,GCF_000092205.1,1867527,3097763,1,2742,2655,57,30
521096,Tsukamurella paurometabola DSM 20162,GCF_000092225.1,3064083,4479724,2,4365,4214,57,94
572480,Arcobacter nitrofigilis DSM 7299,GCF_000092245.1,905345,3192235,1,3194,3117,69,8
643648,Syntrophothermus lipocalidus DSM 12680,GCF_000092405.1,1226580,2405559,1,2395,2308,56,31
649638,Truepera radiovictrix DSM 17093,GCF_000092425.1,2221603,3260398,1,3042,2955,54,33
762051,Leuconostoc kimchii IMSNU 11154,GCF_000092505.1,796781,2101787,6,2136,2034,83,19
716544,Waddlia chondrophila WSU 86-1044,GCF_000092785.1,932390,2131905,2,1936,1869,46,21
640132,Segniliparus rotundus DSM 44985,GCF_000092825.1,2108953,3157527,1,3105,2994,52,59
526224,Brachyspira murdochii DSM 12563,GCF_000092845.1,899647,3241804,1,2891,2819,41,31
446466,Cellulomonas flavigena DSM 20109,GCF_000092865.1,3063259,4123179,1,3760,3658,54,48
2654982,Paraburkholderia atlantica,GCF_000092885.1,4988495,7884858,4,7269,6869,99,301
562970,Kyrpidia tusciae DSM 2912,GCF_000092905.1,2000875,3384766,1,3335,3197,78,60
639283,Starkeya novella DSM 506,GCF_000092925.1,3234723,4765023,1,4562,4446,54,62
583358,Thermoanaerobacter mathranii subsp. mathranii str. A3,GCF_000092965.1,791454,2306092,1,2320,2195,75,50
666681,Methylotenera versatilis 301,GCF_000093025.1,1304580,3059871,1,2840,2756,59,25
515618,Candidatus Riesia pediculicola USDA,GCF_000093065.1,166328,582127,2,519,468,41,10
439292,[Bacillus] selenitireducens MLS10,GCF_000093085.1,1748462,3592487,1,3385,3233,95,57
105559,Nitrosococcus watsonii C-113,GCF_000143085.1,1691293,3373286,3,3152,3035,55,62
582899,Hyphomicrobium denitrificans ATCC 51888,GCF_000143145.1,2212945,3638969,1,3525,3458,53,14
748727,Clostridium ljungdahlii DSM 13528,GCF_000143685.1,1440225,4630065,1,4318,4156,106,56
759914,Brachyspira pilosicoli 95/1000,GCF_000143725.1,721540,2586443,1,2319,2275,40,4
633147,Olsenella uli DSM 7084,GCF_000143845.1,1327526,2051896,1,1807,1742,55,10
644282,Desulfarculus baarsii DSM 2075,GCF_000143965.1,2401943,3655731,1,3373,3286,54,33
573413,Sediminispirochaeta smaragdinae DSM 11293,GCF_000143985.1,2278823,4653970,1,4335,4253,60,22
553174,Prevotella melaninogenica ATCC 25845,GCF_000144405.1,1298467,3168282,2,2448,2352,65,31
633149,Brevundimonas subvibrioides ATCC 15264,GCF_000144605.1,2357342,3445263,1,3376,3316,55,5
610130,[Clostridium] saccharolyticum WM1,GCF_000144625.1,2098513,4662871,1,4330,4164,90,76
555079,Thermosediminibacter oceani DSM 16646,GCF_000144645.1,1067515,2280035,1,2325,2190,64,71
574087,Acetohalobium arabaticum DSM 5501,GCF_000144695.1,904645,2469596,1,2419,2304,86,29
515622,Butyrivibrio proteoclasticus B316,GCF_000145035.1,1762323,4404886,4,3928,3811,73,44
608506,Caldicellulosiruptor obsidiansis OB47,GCF_000145215.1,892481,2532343,1,2404,2274,59,71
644283,Micromonospora aurantiaca ATCC 27029,GCF_000145235.1,5116162,7025559,1,6371,6221,64,86
395494,Gallionella capsiferriformans ES-2,GCF_000145255.1,1668356,3162471,1,2975,2876,63,36
573061,Clostridium cellulovorans 743B,GCF_000145275.1,1642308,5262222,1,4492,4313,111,68
573066,Pseudomonas amygdali pv. tabaci str. ATCC 11528,GCF_000145945.2,3598237,6201720,2,5510,5320,85,105
1408204,Candidatus Endomicrobium trichonymphae,GCF_000146025.2,404115,1148570,4,1170,1103,50,17
459349,Candidatus Cloacimonas acidaminovorans str. Evry,GCF_000146065.2,850950,2246820,1,1791,1725,55,11
211586,Shewanella oneidensis MR-1,GCF_000146165.2,2354775,5131424,2,4602,4330,138,134
515620,[Eubacterium] eligens ATCC 27750,GCF_000146185.1,1063784,2831389,3,2728,2621,66,41
59374,Fibrobacter succinogenes subsp. succinogenes S85,GCF_000146505.1,1846530,3843004,1,3170,3087,70,13
198628,Dickeya dadantii 3937,GCF_000147055.1,2771357,4922802,1,4426,4227,108,91
497965,Gloeothece verrucosa PCC 7822,GCF_000147335.1,3128609,7841948,7,6990,6789,62,139
563040,Sulfurimonas autotrophica DSM 16294,GCF_000147355.1,758696,2153198,1,2227,2152,58,17
697303,Thermoanaerobacter wiegelii Rt8.B1,GCF_000147695.2,956432,2785056,1,2811,2574,74,163
660470,Mesotoga prima MesG1.Ag.4.2,GCF_000147715.2,1352538,2975953,2,2668,2592,55,21
550540,Ferrimonas balearica DSM 9799,GCF_000148645.1,2576887,4279159,1,3938,3759,149,30
53442,Eubacterium callanderi,GCF_000152245.2,2050328,4316707,1,4146,4031,78,37
314260,Parvularcula bermudensis HTCC2503,GCF_000152825.2,1760630,2902643,1,2698,2629,50,19
313595,Psychroflexus torquis ATCC 700755,GCF_000153485.2,1492125,4321832,1,3764,3579,50,135
391595,Roseobacter litoralis Och 149,GCF_000154785.2,2715874,4745450,4,4543,4391,44,108
391626,Octadecabacter antarcticus 307,GCF_000155675.2,2662795,4875481,2,5039,4429,54,556
391616,Octadecabacter arcticus 238,GCF_000155735.2,3021203,5478249,3,5660,4990,52,618
563797,Pseudomonas coronafaciens pv. oryzae str. 1_6,GCF_000156995.2,3306440,5714458,2,5160,4964,83,113
565655,Enterococcus casseliflavus EC20,GCF_000157355.2,1468534,3427276,1,3190,3086,79,25
557599,Mycobacterium kansasii ATCC 12478,GCF_000157895.3,4356047,6577228,2,5809,5444,52,313
546269,Filifactor alocis ATCC 35896,GCF_000163895.2,684457,1931012,1,1725,1640,63,22
762948,Rothia dentocariosa ATCC 17931,GCF_000164695.2,1345427,2506025,1,2153,2075,62,16
608538,Hydrogenobacter thermophilus TK-6,GCF_000164905.1,766905,1742932,1,1954,1899,49,6
572479,Halanaerobium praevalens DSM 2228,GCF_000165465.1,699559,2309262,1,2176,2097,71,8
572544,Ilyobacter polytropus DSM 2926,GCF_000165505.1,1076435,3132314,3,3049,2916,108,25
756272,Rubinisphaera brasiliensis DSM 5305,GCF_000165715.2,3390645,6006602,1,4697,4593,54,50
648757,Rhodomicrobium vannielii ATCC 17100,GCF_000166055.1,2498944,4014469,1,3708,3569,58,81
298654,Frankia inefficax,GCF_000166135.1,6375044,8815781,1,7245,7066,58,121
632518,Caldicellulosiruptor owensensis OL,GCF_000166335.1,860774,2428903,1,2333,2195,60,78
632292,Caldicellulosiruptor hydrothermalis 108,GCF_000166355.1,1000625,2770676,1,2679,2577,61,41
649349,Leadbetterella byssophila DSM 17132,GCF_000166395.1,1640653,4059653,1,3615,3514,52,49
656519,Halanaerobium hydrogeniformans,GCF_000166415.1,866545,2613117,1,2462,2355,74,33
632335,Caldicellulosiruptor kristjanssonii I77R1B,GCF_000166695.1,1011563,2802443,2,2712,2562,61,89
632348,Caldicellulosiruptor kronotskyensis 2002,GCF_000166775.1,998051,2843785,1,2623,2492,59,72
573065,Asticcacaulis excentricus CB 48,GCF_000175215.2,2564070,4308776,4,3860,3758,62,40
509193,Thermoanaerobacter brockii subsp. finnii Ako-1,GCF_000175295.2,809055,2344824,1,2381,2255,73,53
536019,Mesorhizobium opportunistum WSM2075,GCF_000176035.2,4328075,6884444,1,6687,6490,63,134
643561,Acidovorax avenae subsp. avenae ATCC 19860,GCF_000176855.2,3772885,5482170,1,4871,4765,64,42
643562,Pseudodesulfovibrio aespoeensis Aspo-2,GCF_000176915.2,2270442,3629109,1,3394,3291,65,38
649639,Evansella cellulosilytica DSM 2522,GCF_000177235.2,1709838,4681672,1,4388,4231,117,40
662755,Corynebacterium resistens DSM 45100,GCF_000177535.2,1485138,2601311,1,2267,2134,63,70
653733,Desulfurispirillum indicum S5,GCF_000177635.2,1643075,2928377,1,2645,2566,50,29
663278,Ethanoligenens harbinense YUAN-3,GCF_000178115.2,1671520,3008576,1,2866,2758,76,32
642492,Cellulosilyticum lentocellum DSM 5427,GCF_000178835.2,1618145,4714237,1,4373,4185,145,43
693973,Shewanella baltica OS678,GCF_000178875.2,2485090,5368767,2,4656,4461,141,54
682795,Granulicella mallensis MP5ACTX8,GCF_000178955.2,3612173,6237577,1,4807,4735,54,18
1198114,Granulicella tundricola MP5ACTX9,GCF_000178975.2,3301098,5503984,6,4714,4558,53,103
596153,Alicycliphilus denitrificans BC,GCF_000179015.2,3286769,4835713,3,4714,4572,66,76
697329,Ruminococcus albus 7 = DSM 20455,GCF_000179635.2,1954876,4482087,5,4108,3958,90,60
401053,Terriglobus saanensis SP1PR4,GCF_000179915.2,2921371,5095226,1,4234,4159,52,23
634177,Komagataeibacter medellinensis NBRC 3288,GCF_000182745.2,2128379,3513191,8,3365,3146,76,143
694427,Paludibacter propionicigenes WB4,GCF_000183135.1,1432064,3685504,1,3021,2942,64,15
768670,Calditerrivibrio nitroreducens DSM 19672,GCF_000183405.1,789723,2216552,2,2185,2114,51,20
643867,Marivirga tractuosa DSM 4126,GCF_000183425.1,1604111,4516490,2,3808,3745,47,16
658172,Candidatus Liberibacter solanacearum CLso-ZC1,GCF_000183665.1,443429,1258278,1,1155,1069,57,29
709032,Sulfuricurvum kujiense DSM 16994,GCF_000183725.1,1256420,2819357,5,2863,2778,62,23
670487,Oceanithermus profundus DSM 14977,GCF_000183745.1,1702985,2439291,2,2458,2388,56,14
869211,Spirochaeta thermophila DSM 6578,GCF_000184345.1,1559644,2560222,1,2390,2277,55,58
278137,Mycolicibacterium gilvum Spyr1,GCF_000184435.1,3918840,5783292,3,5546,5318,56,172
710696,Intrasporangium calvum DSM 43043,GCF_000184685.1,2845385,4024382,1,3700,3585,56,59
644966,Thermaerobacter marianensis DSM 12885,GCF_000184705.1,2061895,2844696,1,2450,2263,60,127
648996,Thermovibrio ammonificans HB-1,GCF_000185805.1,917237,1759526,2,1880,1812,58,10
859654,Candidatus Blochmannia vafer str. BVAF,GCF_000185985.2,198770,722585,1,634,583,42,9
943945,Mycoplasmopsis fermentans M64,GCF_000186005.1,300491,1118751,1,1027,963,43,21
693979,Bacteroides helcogenes P 36-108,GCF_000186225.1,1788209,3998906,1,3346,3205,85,56
749222,Nitratifractor salsuginis DSM 16511,GCF_000186245.1,1132843,2101285,1,2179,2107,54,18
688270,Cellulophaga algicola DSM 14237,GCF_000186265.1,1650610,4888353,1,4274,4163,63,48
575540,Isosphaera pallida ATCC 43644,GCF_000186345.1,3455288,5529304,2,3723,3640,59,24
709986,Deinococcus maricopensis DSM 21211,GCF_000186385.1,2442849,3498530,1,3401,3289,70,42
577650,Desulfobulbus propionicus DSM 2032,GCF_000186885.1,2269813,3851869,1,3445,3343,61,41
641491,Pseudodesulfovibrio mercurii,GCF_000189295.2,2516156,3858580,1,3543,3453,67,23
858215,Thermoanaerobacterium xylanolyticum LX-11,GCF_000189775.2,886413,2534358,1,2487,2384,77,26
158189,Sphaerochaeta globosa str. Buddy,GCF_000190435.1,1620901,3316466,1,3098,3025,65,8
693977,Deinococcus proteolyticus MRP,GCF_000190555.1,1894892,2886836,5,2788,2672,58,58
667015,Phocaeicola salanitronis DSM 18170,GCF_000190575.1,2003128,4308663,4,3770,3594,102,74
867900,Cellulophaga lytica DSM 7489,GCF_000190595.1,1209276,3765936,1,3336,3268,56,12
645991,Syntrophobotulus glycolicus DSM 8271,GCF_000190635.1,1579030,3406739,1,3374,3246,71,57
762903,Pseudopedobacter saltans DSM 12145,GCF_000190735.1,1695689,4635236,1,3851,3768,67,16
868864,Desulfurobacterium thermolithotrophum DSM 11699,GCF_000191045.1,538896,1541968,1,1602,1527,52,23
871585,Acinetobacter pittii PHEA-2,GCF_000191145.1,1499590,3862530,1,None,None,None,None
991905,Polymorphum gilvum SL003B-26A1,GCF_000192745.1,3168059,4718963,2,4495,4378,60,57
717774,Marinomonas mediterranea MMB-1,GCF_000192865.1,2067071,4684316,1,4297,4135,106,56
695562,Lactobacillus amylovorus GRL1118,GCF_000194115.1,751945,1977087,3,2009,1825,77,107
760142,Hippea maritima DSM 10411,GCF_000194135.1,634975,1694430,1,1792,1707,58,27
755732,Fluviicola taffensis DSM 16823,GCF_000194605.1,1691009,4633577,1,4066,3991,52,23
869209,Treponema succinifaciens DSM 2489,GCF_000195275.1,1133894,2897425,2,2829,2742,65,22
880072,Desulfobacca acetoxidans DSM 11109,GCF_000195295.1,1736170,3282536,1,2955,2882,54,19
700015,Coriobacterium glomerans PW2,GCF_000195315.1,1277733,2115681,1,1833,1766,56,11
869210,Marinithermus hydrothermalis DSM 14884,GCF_000195335.1,1544754,2269167,1,2286,2183,60,43
622488,Francisella hispaniensis,GCF_000195555.1,628796,1945310,1,1883,1809,52,22
83332,Mycobacterium tuberculosis H37Rv,GCF_000195955.2,2894612,4411532,1,4008,3906,70,30
84588,Parasynechococcus marenigrum WH 8102,GCF_000195975.1,1446525,2434428,1,2711,2625,54,32
169963,Listeria monocytogenes EGD-e,GCF_000196035.1,1118553,2944528,1,3055,2867,181,6
218496,Tropheryma whipplei TW08/27,GCF_000196075.1,428875,925938,1,891,823,57,11
223926,Vibrio parahaemolyticus RIMD 2210633,GCF_000196095.1,2343877,5165770,2,4735,4519,165,51
243090,Rhodopirellula baltica SH 1,GCF_000196115.1,3959492,7145576,1,5242,5120,89,33
273121,Wolinella succinogenes DSM 1740,GCF_000196135.1,1022757,2110355,1,2123,2044,53,26
243265,Photorhabdus laumondii subsp. laumondii TTO1,GCF_000196155.1,2436608,5688987,1,4977,4661,115,201
319795,Deinococcus geothermalis DSM 11300,GCF_000196275.1,2158357,3247018,3,3159,3031,63,65
216432,Croceibacter atlanticus HTCC2559,GCF_000196315.1,1001055,2952962,1,2717,2665,46,6
323848,Nitrosospira multiformis ATCC 25196,GCF_000196355.1,1742553,3234309,4,2894,2802,50,42
382640,Bartonella tribocorum CIP 105476,GCF_000196435.1,1025840,2642404,2,2312,2147,52,113
1511,Acetoanaerobium sticklandii,GCF_000196455.1,904241,2715461,1,2611,2508,81,22
291112,Photorhabdus asymbiotica,GCF_000196475.1,2146829,5094138,2,4473,4205,120,148
316275,Aliivibrio salmonicida LFI1238,GCF_000196495.1,1814275,4655660,6,4491,4094,145,252
551115,'Nostoc azollae' 0708,GCF_000196515.1,2105235,5486145,3,5764,4530,58,1176
548479,Mobiluncus curtisii ATCC 43063,GCF_000196535.1,1189435,2146480,1,1878,1803,55,20
565042,Bifidobacterium longum subsp. longum JCM 1217,GCF_000196555.1,1438962,2385164,1,2023,1900,93,30
634500,Erwinia billingiae Eb661,GCF_000196615.1,2956957,5372268,3,4976,4805,105,66
436717,Acinetobacter oleivorans DR1,GCF_000196795.1,1608366,4152543,1,3970,3824,93,53
768066,Halomonas elongata DSM 2581,GCF_000196875.2,2583661,4061825,1,3802,3704,83,15
882378,Mycetohabitans rhizoxinica HKI 454,GCF_000198775.1,2276550,3750138,3,3336,2847,61,428
926569,Anaerolinea thermophila UNI-1,GCF_000199675.1,1902174,3532378,1,3203,3105,61,37
936155,Helicobacter felis ATCC 49179,GCF_000200595.1,744487,1672681,1,1697,1624,45,28
926570,Acidiphilium multivorum AIU301,GCF_000202835.1,2822628,4214744,9,4005,3822,57,126
708248,Mycoplasma suis KI3806,GCF_000203215.1,220421,709270,1,844,805,36,3
318586,Paracoccus denitrificans PD1222,GCF_000203895.1,3497741,5236194,3,5221,5031,65,125
263358,Micromonospora maris AB-18-032,GCF_000204155.1,4769808,6732271,2,6067,5901,65,101
331636,Chlamydia psittaci 6BC,GCF_000204255.1,460164,1179220,2,1033,982,44,7
760011,Sphaerochaeta coccoides DSM 17374,GCF_000208385.1,1126077,2227296,1,1894,1825,59,10
546271,Selenomonas sputigena ATCC 35185,GCF_000208405.1,1466713,2568361,1,2384,2293,70,21
862908,Halobacteriovorax marinus SJ,GCF_000210915.2,1263326,3437906,2,3320,3252,46,22
879243,Porphyromonas asaccharolytica DSM 20707,GCF_000212375.1,1147150,2186370,1,1713,1642,55,16
747365,Thermodesulfobium narugense DSM 14796,GCF_000212395.1,643074,1898865,1,1915,1850,56,9
906968,Treponema brennaborense DSM 12168,GCF_000212415.1,1572797,3055580,1,2645,2566,62,17
690850,Desulfocurvibacter africanus subsp. africanus str. Walvis Bay,GCF_000212675.2,2580003,4200534,1,3853,3755,71,27
590998,Cellulomonas fimi ATCC 484,GCF_000212695.1,3187997,4266344,1,3871,3762,55,54
760192,Haliscomenobacter hydrossis DSM 1100,GCF_000212735.1,4131717,8771651,4,6814,6736,59,19
1209989,Tepidanaerobacter acetatoxydans Re1,GCF_000213235.1,1035897,2759867,1,2654,2567,62,25
697281,Mahella australiensis 50-1 BON,GCF_000213255.1,1362640,3135972,1,2981,2891,62,28
715451,Alteromonas naphthalenivorans,GCF_000213655.1,2163222,4972148,1,4377,4225,83,69
875328,Mycolicibacter sinensis,GCF_000214155.1,3174979,4643668,1,4442,4262,56,124
443218,Hoyosella subflava DQS3-9A1,GCF_000214175.1,3027120,4863490,3,4573,4444,57,72
491952,Marinomonas posidonica IVIA-Po-181,GCF_000214215.1,1727094,3899940,1,3612,3486,108,18
768492,Serratia plymuthica AS9,GCF_000214235.1,3045898,5442880,1,5111,4941,119,51
545695,Leadbettera azotonutricia ZAS-9,GCF_000214355.1,1920026,3855671,1,3455,3370,56,29
545694,Treponema primitia ZAS-2,GCF_000214375.1,2063936,4059867,1,3557,3466,60,31
857087,Methylomonas methanica MC09,GCF_000214665.1,2592020,5051681,1,4614,4498,58,58
717773,Thiomicrospira cyclica ALM1,GCF_000214825.1,907872,1932455,1,1724,1668,50,6
696281,Desulforamulus ruminis DSM 2154,GCF_000215085.1,1875083,3969014,1,3955,3809,87,59
743718,Isoptericola variabilis 225,GCF_000215105.1,2444014,3307740,1,3076,2958,61,57
945711,Corynebacterium ulcerans 809,GCF_000215645.1,1333685,2502095,1,2263,2190,66,7
365046,Ramlibacter tataouinensis TTB310,GCF_000215705.1,2849001,4070193,1,4000,3910,49,41
795359,Thermodesulfobacterium geofontis OPF15,GCF_000215975.1,499915,1634377,1,1684,1619,52,13
545776,Treponema paraluiscuniculi Cuniculi A,GCF_000217655.1,597704,1133390,1,1035,962,54,19
667014,Thermodesulfatator indicus DSM 15286,GCF_000217795.1,985214,2322224,1,2279,2199,60,20
